time,latitude,longitude,depth,magnitude,magnitude_type,source_agency,event_id
2019-04-01 00:49:37.630000+00:00,7.6133,94.3217,10.0,4.9,mb,us,us2000k88l
2019-04-01 00:54:15.012000+00:00,7.5591,94.1522,10.0,4.5,mb,us,us700033p0
2019-04-01 00:56:31.173000+00:00,7.567,94.2819,10.0,4.6,mb,us,us700033pk
2019-04-01 00:58:18.860000+00:00,7.4607,94.2036,10.0,4.9,mb,us,us2000k88r
2019-04-01 01:04:05.388000+00:00,7.5719,94.1319,10.0,4.2,mb,us,us700033qr
2019-04-01 01:04:49.780000+00:00,7.7505,94.0496,10.0,4.4,mb,us,us700033p3
2019-04-01 01:08:06.410000+00:00,7.6045,94.3543,10.0,4.8,mb,us,us2000k891
2019-04-01 01:11:43.111000+00:00,7.5485,94.3508,10.0,5.1,mb,us,us2000k88y
2019-04-01 01:21:31.079000+00:00,7.6959,94.2614,10.0,5.2,mww,us,us2000k896
2019-04-01 01:22:48.025000+00:00,7.4035,94.1203,10.0,4.6,mb,us,us700033qw
2019-04-01 01:23:58.459000+00:00,7.6564,94.2566,10.0,5.2,mww,us,us2000k897
2019-04-01 01:34:20.256000+00:00,7.7111,94.4094,10.0,4.7,mb,us,us2000k89y
2019-04-01 02:02:42.985000+00:00,7.638,94.3587,10.0,4.5,mb,us,us2000k89q
2019-04-01 02:16:57.473000+00:00,7.2582,94.1564,10.0,4.3,mb,us,us700033pn
2019-04-01 02:28:05.813000+00:00,7.7948,94.4455,10.0,4.7,mb,us,us2000k8aj
2019-04-01 02:40:40.841000+00:00,7.6583,94.3696,10.0,4.5,mb,us,us2000k8av
2019-04-01 02:42:38.330000+00:00,6.7741,94.3164,10.0,4.5,mb,us,us700033p5
2019-04-01 02:46:48.776000+00:00,7.5796,94.2742,10.0,4.6,mb,us,us2000k8b1
2019-04-01 02:49:42.533000+00:00,7.4578,94.1773,10.0,4.7,mb,us,us2000k8b6
2019-04-01 02:57:54.806000+00:00,7.6366,94.0594,10.0,4.4,mb,us,us700033p6
